Request_id,Pickup_point,Driver_point,Status,Request_timestamp,Drop _timestamp
4514,Airport,Ameerpet,Trip Completed,14-07-2016 09:16:24,14-07-2016 10:16:38
6604,Airport,Ameerpet,Trip Completed,15-07-2016 21:42:04,15-07-2016 22:19:18
373,Railwaystation,Ameerpet,Trip Completed,11/7/2016 8:09,11/7/2016 9:16
1338,Railwaystation,Ameerpet,Trip Completed,11/7/2016 23:23,11/7/2016 23:58
1830,Airport,Ameerpet,Trip Completed,12/7/2016 9:33,12/7/2016 10:43
2274,Airport,Ameerpet,Trip Completed,12/7/2016 18:33,12/7/2016 19:22
3224,Railwaystation,Ameerpet,Trip Completed,13-07-2016 09:52:22,13-07-2016 10:28:33
5321,Airport,Ameerpet,Trip Completed,14-07-2016 22:09:50,14-07-2016 22:46:06
5520,Airport,Ameerpet,Trip Completed,15-07-2016 05:17:46,15-07-2016 06:01:41
5842,Airport,Ameerpet,Trip Completed,15-07-2016 09:04:30,15-07-2016 09:53:01
6429,Railwaystation,Ameerpet,Trip Completed,15-07-2016 19:49:10,15-07-2016 20:34:01
6704,Railwaystation,Ameerpet,Trip Completed,15-07-2016 22:58:01,15-07-2016 23:59:35
2057,Railwaystation,Ameerpet,Trip Completed,12/7/2016 15:02,12/7/2016 15:36
3723,Railwaystation,Ameerpet,Trip Completed,13-07-2016 20:03:45,13-07-2016 20:57:08
4492,Airport,Ameerpet,Trip Completed,14-07-2016 09:01:49,14-07-2016 10:05:11
5153,Railwaystation,Ameerpet,Trip Completed,14-07-2016 20:29:19,14-07-2016 21:38:20
6531,Airport,Ameerpet,Trip Completed,15-07-2016 20:49:25,15-07-2016 21:27:36
521,Airport,Ameerpet,Trip Completed,11/7/2016 9:48,11/7/2016 10:55
1850,Airport,Ameerpet,Trip Completed,12/7/2016 9:45,12/7/2016 10:20
2851,Railwaystation,Ameerpet,Trip Completed,13-07-2016 05:31:53,13-07-2016 06:39:33
5380,Railwaystation,Ameerpet,Trip Completed,14-07-2016 23:50:28,15-07-2016 00:39:55
5917,Railwaystation,Ameerpet,Trip Completed,15-07-2016 10:04:16,15-07-2016 10:54:15
148,Railwaystation,Ameerpet,Trip Completed,11/7/2016 5:36,11/7/2016 6:46
1113,Airport,Ameerpet,Trip Completed,11/7/2016 20:18,11/7/2016 20:55
1758,Railwaystation,Ameerpet,Trip Completed,12/7/2016 8:44,12/7/2016 9:19
2395,Railwaystation,Ameerpet,Trip Completed,12/7/2016 19:55,12/7/2016 20:50
2708,Railwaystation,Ameerpet,Trip Completed,13-07-2016 01:22:32,13-07-2016 02:35:10
2995,Airport,Ameerpet,Trip Completed,13-07-2016 07:07:32,13-07-2016 08:08:45
3993,Airport,Ameerpet,Trip Completed,13-07-2016 23:31:47,14-07-2016 00:14:14
4724,Airport,Ameerpet,Trip Completed,14-07-2016 13:52:36,14-07-2016 14:29:40
5144,Railwaystation,Ameerpet,Trip Completed,14-07-2016 20:21:02,14-07-2016 21:16:51
5572,Airport,Ameerpet,Trip Completed,15-07-2016 05:46:37,15-07-2016 06:40:01
5740,Railwaystation,Ameerpet,Trip Completed,15-07-2016 07:50:35,15-07-2016 08:58:39
5938,Airport,Ameerpet,Trip Completed,15-07-2016 10:16:24,15-07-2016 11:06:42
6299,Airport,Ameerpet,Trip Completed,15-07-2016 18:25:54,15-07-2016 19:07:36
6695,Railwaystation,Ameerpet,Trip Completed,15-07-2016 22:45:03,16-07-2016 00:02:06
507,Railwaystation,Ameerpet,Trip Completed,11/7/2016 9:40,11/7/2016 10:38
1135,Railwaystation,Ameerpet,Trip Completed,11/7/2016 20:37,11/7/2016 21:29
1479,Airport,Ameerpet,Trip Completed,12/7/2016 5:16,12/7/2016 5:58
3275,Airport,Ameerpet,Trip Completed,13-07-2016 10:39:32,13-07-2016 11:39:21
4078,Airport,Ameerpet,Trip Completed,14-07-2016 02:10:33,14-07-2016 03:05:32
4176,Railwaystation,Ameerpet,Trip Completed,14-07-2016 05:18:01,14-07-2016 06:01:38
4776,Airport,Ameerpet,Trip Completed,14-07-2016 16:16:30,14-07-2016 17:31:10
4899,Railwaystation,Ameerpet,Trip Completed,14-07-2016 18:02:51,14-07-2016 19:01:55
35,Airport,Ameerpet,Trip Completed,11/7/2016 2:36,11/7/2016 3:03
161,Railwaystation,Ameerpet,Trip Completed,11/7/2016 5:36,11/7/2016 6:10
831,Railwaystation,Ameerpet,Trip Completed,11/7/2016 17:30,11/7/2016 18:19
1080,Railwaystation,Ameerpet,Trip Completed,11/7/2016 19:59,11/7/2016 20:38
2496,Airport,Ameerpet,Trip Completed,12/7/2016 20:53,12/7/2016 21:33
3141,Airport,Ameerpet,Trip Completed,13-07-2016 08:58:47,13-07-2016 09:28:32
3297,Airport,Ameerpet,Trip Completed,13-07-2016 11:37:32,13-07-2016 12:14:07
3602,Railwaystation,Ameerpet,Trip Completed,13-07-2016 18:40:02,13-07-2016 19:13:36
4150,Airport,Ameerpet,Trip Completed,14-07-2016 04:51:03,14-07-2016 05:50:07
4361,Airport,Ameerpet,Trip Completed,14-07-2016 07:29:29,14-07-2016 08:28:35
4642,Airport,Ameerpet,Trip Completed,14-07-2016 11:44:26,14-07-2016 12:41:11
4752,Airport,Ameerpet,Trip Completed,14-07-2016 15:19:35,14-07-2016 16:11:37
4849,Airport,Ameerpet,Trip Completed,14-07-2016 17:39:27,14-07-2016 18:44:26
6199,Airport,Ameerpet,Trip Completed,15-07-2016 17:25:23,15-07-2016 18:19:03
241,Airport,Ameerpet,Trip Completed,11/7/2016 6:31,11/7/2016 7:17
1339,Railwaystation,Ameerpet,Trip Completed,11/7/2016 23:25,12/7/2016 0:32
1454,Airport,Ameerpet,Trip Completed,12/7/2016 4:54,12/7/2016 6:07
4342,Airport,Ameerpet,Trip Completed,14-07-2016 07:17:09,14-07-2016 08:15:45
6766,Airport,Ameerpet,Trip Completed,15-07-2016 00:06:56,15-07-2016 01:10:34
6213,Airport,Ameerpet,Trip Completed,15-07-2016 17:30:09,15-07-2016 18:32:51
41,Airport,Ameerpet,Trip Completed,11/7/2016 2:47,11/7/2016 3:23
279,Railwaystation,Ameerpet,Trip Completed,11/7/2016 6:58,11/7/2016 7:47
952,Airport,Ameerpet,Trip Completed,11/7/2016 18:39,11/7/2016 19:19
1200,Railwaystation,Ameerpet,Trip Completed,11/7/2016 21:13,11/7/2016 22:29
1775,Airport,Ameerpet,Trip Completed,12/7/2016 8:57,12/7/2016 9:52
1953,Railwaystation,Ameerpet,Trip Completed,12/7/2016 11:38,12/7/2016 12:41
3270,Airport,Ameerpet,Trip Completed,13-07-2016 10:28:01,13-07-2016 11:04:59
3497,Railwaystation,Ameerpet,Trip Completed,13-07-2016 17:32:20,13-07-2016 18:27:42
3897,Railwaystation,Ameerpet,Trip Completed,13-07-2016 22:00:50,13-07-2016 22:37:59
4601,Airport,Ameerpet,Trip Completed,14-07-2016 10:13:30,14-07-2016 10:52:16
4621,Railwaystation,Ameerpet,Trip Completed,14-07-2016 11:02:21,14-07-2016 11:46:14
5061,Airport,Ameerpet,Trip Completed,14-07-2016 19:29:16,14-07-2016 20:13:18
5359,Airport,Ameerpet,Trip Completed,14-07-2016 23:21:57,15-07-2016 00:24:00
6179,Railwaystation,Ameerpet,Trip Completed,15-07-2016 16:53:17,15-07-2016 18:08:57
469,Railwaystation,Ameerpet,Trip Completed,11/7/2016 9:24,11/7/2016 10:04
914,Airport,Ameerpet,Trip Completed,11/7/2016 18:17,11/7/2016 18:58
1386,Railwaystation,Ameerpet,Trip Completed,12/7/2016 1:30,12/7/2016 2:42
1935,Airport,Ameerpet,Trip Completed,12/7/2016 11:16,12/7/2016 12:17
3243,Railwaystation,Ameerpet,Trip Completed,13-07-2016 10:03:58,13-07-2016 10:46:44
3449,Airport,Ameerpet,Trip Completed,13-07-2016 16:52:29,13-07-2016 17:21:31
4500,Airport,Ameerpet,Trip Completed,14-07-2016 09:04:43,14-07-2016 10:09:11
5328,Railwaystation,Ameerpet,Trip Completed,14-07-2016 22:10:37,14-07-2016 22:51:25
5576,Airport,Ameerpet,Trip Completed,15-07-2016 05:53:20,15-07-2016 06:25:29
6112,Railwaystation,Ameerpet,Trip Completed,15-07-2016 15:06:46,15-07-2016 16:12:22
6438,Railwaystation,Ameerpet,Trip Completed,15-07-2016 19:54:08,15-07-2016 20:36:23
707,Railwaystation,Ameerpet,Trip Completed,11/7/2016 14:17,11/7/2016 14:55
1136,Railwaystation,Ameerpet,Trip Completed,11/7/2016 20:32,11/7/2016 21:20
2961,Railwaystation,Ameerpet,Trip Completed,13-07-2016 06:48:57,13-07-2016 07:47:08
3428,Airport,Ameerpet,Trip Completed,13-07-2016 15:55:17,13-07-2016 16:45:19
4045,Railwaystation,Ameerpet,Trip Completed,14-07-2016 00:56:22,14-07-2016 01:22:47
5399,Airport,Ameerpet,Trip Completed,15-07-2016 00:58:19,15-07-2016 02:16:07
5730,Airport,Ameerpet,Trip Completed,15-07-2016 07:50:12,15-07-2016 08:45:09
180,Railwaystation,Ameerpet,Trip Completed,11/7/2016 5:48,11/7/2016 6:28
1694,Airport,Ameerpet,Trip Completed,12/7/2016 7:54,12/7/2016 8:48
2294,Airport,Ameerpet,Trip Completed,12/7/2016 18:47,12/7/2016 19:49
3630,Airport,Ameerpet,Trip Completed,13-07-2016 18:59:56,13-07-2016 19:59:30
3978,Airport,Ameerpet,Trip Completed,13-07-2016 23:18:14,13-07-2016 23:46:18
4426,Airport,Ameerpet,Trip Completed,14-07-2016 08:21:49,14-07-2016 09:08:49
5115,Railwaystation,Ameerpet,Trip Completed,14-07-2016 20:03:46,14-07-2016 21:08:12
5558,Railwaystation,Ameerpet,Trip Completed,15-07-2016 05:32:12,15-07-2016 06:05:55
5827,Railwaystation,Ameerpet,Trip Completed,15-07-2016 08:52:58,15-07-2016 09:29:41
6063,Railwaystation,Ameerpet,Trip Completed,15-07-2016 13:48:53,15-07-2016 14:19:12
6691,Railwaystation,Ameerpet,Trip Completed,15-07-2016 22:47:31,16-07-2016 00:01:05
170,Airport,Ameerpet,Trip Completed,11/7/2016 5:45,11/7/2016 6:39
1326,Railwaystation,Ameerpet,Trip Completed,11/7/2016 23:06,12/7/2016 0:07
1476,Airport,Ameerpet,Trip Completed,12/7/2016 5:16,12/7/2016 6:04
2937,Railwaystation,Ameerpet,Trip Completed,13-07-2016 06:27:11,13-07-2016 07:15:24
3973,Airport,Ameerpet,Trip Completed,13-07-2016 22:58:36,13-07-2016 23:51:51
4644,Airport,Ameerpet,Trip Completed,14-07-2016 11:47:32,14-07-2016 12:20:33
5086,Railwaystation,Ameerpet,Trip Completed,14-07-2016 19:41:45,14-07-2016 21:02:52
6572,Railwaystation,Ameerpet,Trip Completed,15-07-2016 21:11:01,15-07-2016 22:02:20
6755,Railwaystation,Ameerpet,Trip Completed,15-07-2016 23:57:32,16-07-2016 01:09:24
1483,Airport,Ameerpet,Trip Completed,12/7/2016 5:22,12/7/2016 6:22
1844,Airport,Ameerpet,Trip Completed,12/7/2016 9:40,12/7/2016 10:11
2120,Railwaystation,Ameerpet,Trip Completed,12/7/2016 16:44,12/7/2016 17:33
2411,Airport,Ameerpet,Trip Completed,12/7/2016 20:04,12/7/2016 20:40
2903,Railwaystation,Ameerpet,Trip Completed,13-07-2016 06:00:19,13-07-2016 06:40:37
3289,Airport,Ameerpet,Trip Completed,13-07-2016 11:06:44,13-07-2016 11:51:09
3859,Railwaystation,Ameerpet,Trip Completed,13-07-2016 21:38:18,13-07-2016 22:28:35
4313,Airport,Ameerpet,Trip Completed,14-07-2016 06:49:43,14-07-2016 07:44:15
5325,Airport,Ameerpet,Trip Completed,14-07-2016 22:11:41,14-07-2016 23:12:36
5906,Airport,Ameerpet,Trip Completed,15-07-2016 09:56:43,15-07-2016 10:29:00
6049,Airport,Ameerpet,Trip Completed,15-07-2016 13:27:33,15-07-2016 14:32:29
664,Railwaystation,Ameerpet,Trip Completed,11/7/2016 12:58,11/7/2016 14:07
750,Airport,Ameerpet,Trip Completed,11/7/2016 15:52,11/7/2016 16:27
1950,Airport,Ameerpet,Trip Completed,12/7/2016 11:33,12/7/2016 12:04
2989,Railwaystation,Ameerpet,Trip Completed,13-07-2016 07:08:16,13-07-2016 07:42:11
3266,Railwaystation,Ameerpet,Trip Completed,13-07-2016 10:27:47,13-07-2016 11:19:30
4358,Railwaystation,Ameerpet,Trip Completed,14-07-2016 07:25:12,14-07-2016 08:08:40
4720,Railwaystation,Ameerpet,Trip Completed,14-07-2016 13:48:48,14-07-2016 14:41:09
5019,Airport,Ameerpet,Trip Completed,14-07-2016 19:07:33,14-07-2016 19:59:54
5925,Airport,Ameerpet,Trip Completed,15-07-2016 10:08:04,15-07-2016 10:32:39
112,Railwaystation,Ameerpet,Trip Completed,11/7/2016 5:01,11/7/2016 6:04
213,Airport,Ameerpet,Trip Completed,11/7/2016 6:15,11/7/2016 6:57
1818,Railwaystation,Ameerpet,Trip Completed,12/7/2016 9:29,12/7/2016 10:38
2018,Railwaystation,Ameerpet,Trip Completed,12/7/2016 13:39,12/7/2016 14:19
3231,Railwaystation,Ameerpet,Trip Completed,13-07-2016 09:57:52,13-07-2016 10:48:18
3378,Railwaystation,Ameerpet,Trip Completed,13-07-2016 14:19:59,13-07-2016 14:58:52
3896,Airport,Ameerpet,Trip Completed,13-07-2016 21:55:01,13-07-2016 22:54:33
4828,Airport,Ameerpet,Trip Completed,14-07-2016 17:26:14,14-07-2016 17:59:47
5944,Airport,Ameerpet,Trip Completed,15-07-2016 10:23:18,15-07-2016 11:33:59
6245,Railwaystation,Ameerpet,Trip Completed,15-07-2016 17:58:28,15-07-2016 18:57:00
3957,Airport,Ameerpet,Trip Completed,13-07-2016 22:42:16,13-07-2016 23:43:32
4066,Railwaystation,Ameerpet,Trip Completed,14-07-2016 01:56:01,14-07-2016 03:07:14
4691,Airport,Ameerpet,Trip Completed,14-07-2016 13:01:57,14-07-2016 13:54:26
6153,Railwaystation,Ameerpet,Trip Completed,15-07-2016 16:23:13,15-07-2016 17:33:03
260,Airport,Ameerpet,Trip Completed,11/7/2016 6:45,11/7/2016 7:54
1077,Railwaystation,Ameerpet,Trip Completed,11/7/2016 19:55,11/7/2016 20:44
1316,Airport,Ameerpet,Trip Completed,11/7/2016 22:54,11/7/2016 23:45
1754,Airport,Ameerpet,Trip Completed,12/7/2016 8:42,12/7/2016 9:39
2086,Airport,Ameerpet,Trip Completed,12/7/2016 15:44,12/7/2016 16:30
3044,Railwaystation,Ameerpet,Trip Completed,13-07-2016 07:38:41,13-07-2016 08:19:23
3295,Airport,Ameerpet,Trip Completed,13-07-2016 11:32:01,13-07-2016 12:15:03
3347,Railwaystation,Ameerpet,Trip Completed,13-07-2016 12:58:15,13-07-2016 13:54:49
3801,Railwaystation,Ameerpet,Trip Completed,13-07-2016 20:59:37,13-07-2016 21:37:51
4249,Airport,Ameerpet,Trip Completed,14-07-2016 06:03:18,14-07-2016 06:57:26
5096,Railwaystation,Ameerpet,Trip Completed,14-07-2016 19:52:09,14-07-2016 20:49:12
5892,Airport,Ameerpet,Trip Completed,15-07-2016 09:48:14,15-07-2016 10:46:16
6281,Railwaystation,Ameerpet,Trip Completed,15-07-2016 18:16:59,15-07-2016 19:23:29
6497,Airport,Ameerpet,Trip Completed,15-07-2016 20:29:43,15-07-2016 21:15:32
13,Airport,Ameerpet,Trip Completed,11/7/2016 1:08,11/7/2016 1:58
1907,Airport,Ameerpet,Trip Completed,12/7/2016 10:36,12/7/2016 11:53
3074,Airport,Ameerpet,Trip Completed,13-07-2016 08:03:34,13-07-2016 09:11:31
3441,Airport,Ameerpet,Trip Completed,13-07-2016 16:27:50,13-07-2016 17:43:04
3651,Airport,Ameerpet,Trip Completed,13-07-2016 19:13:47,13-07-2016 20:21:51
4093,Airport,Ameerpet,Trip Completed,14-07-2016 03:06:29,14-07-2016 04:03:44
4339,Airport,Ameerpet,Trip Completed,14-07-2016 07:13:49,14-07-2016 07:50:21
4753,Airport,Ameerpet,Trip Completed,14-07-2016 15:18:12,14-07-2016 16:23:40
5933,Airport,Ameerpet,Trip Completed,15-07-2016 10:12:18,15-07-2016 11:01:40
1184,Airport,Ameerpet,Trip Completed,11/7/2016 21:01,11/7/2016 22:11
1402,Railwaystation,Ameerpet,Trip Completed,12/7/2016 2:48,12/7/2016 3:48
1597,Airport,Ameerpet,Trip Completed,12/7/2016 6:40,12/7/2016 7:42
2702,Airport,Ameerpet,Trip Completed,13-07-2016 01:12:24,13-07-2016 02:20:13
2996,Airport,Ameerpet,Trip Completed,13-07-2016 07:13:58,13-07-2016 08:10:12
4857,Railwaystation,Ameerpet,Trip Completed,14-07-2016 17:34:19,14-07-2016 18:25:16
6661,Airport,Ameerpet,Trip Completed,15-07-2016 22:20:23,15-07-2016 23:21:03
134,Railwaystation,Ameerpet,Trip Completed,11/7/2016 5:13,11/7/2016 6:14
598,Airport,Ameerpet,Trip Completed,11/7/2016 11:36,11/7/2016 12:17
726,Railwaystation,Ameerpet,Trip Completed,11/7/2016 15:00,11/7/2016 16:03
832,Railwaystation,Ameerpet,Trip Completed,11/7/2016 17:38,11/7/2016 18:16
2065,Airport,Ameerpet,Trip Completed,12/7/2016 15:06,12/7/2016 16:10
2701,Railwaystation,Ameerpet,Trip Completed,13-07-2016 01:04:42,13-07-2016 01:52:45
3429,Airport,Ameerpet,Trip Completed,13-07-2016 15:59:29,13-07-2016 16:58:03
3645,Airport,Ameerpet,Trip Completed,13-07-2016 19:07:39,13-07-2016 20:00:18
4958,Airport,Ameerpet,Trip Completed,14-07-2016 18:36:12,14-07-2016 19:46:51
5474,Airport,Ameerpet,Trip Completed,15-07-2016 04:45:24,15-07-2016 05:52:14
6088,Airport,Ameerpet,Trip Completed,15-07-2016 14:29:35,15-07-2016 15:24:34
6714,Railwaystation,Ameerpet,Trip Completed,15-07-2016 23:12:34,16-07-2016 00:04:20
1024,Railwaystation,Ameerpet,Trip Completed,11/7/2016 19:20,11/7/2016 20:20
1452,Airport,Ameerpet,Trip Completed,12/7/2016 4:52,12/7/2016 5:41
2507,Airport,Ameerpet,Trip Completed,12/7/2016 21:05,12/7/2016 21:30
3052,Railwaystation,Ameerpet,Trip Completed,13-07-2016 07:43:26,13-07-2016 08:53:01
4702,Railwaystation,Ameerpet,Trip Completed,14-07-2016 13:13:14,14-07-2016 13:43:14
4830,Railwaystation,Ameerpet,Trip Completed,14-07-2016 17:23:33,14-07-2016 18:36:07
5920,Railwaystation,Ameerpet,Trip Completed,15-07-2016 10:06:21,15-07-2016 10:41:40
533,Railwaystation,Ameerpet,Trip Completed,11/7/2016 9:55,11/7/2016 10:58
1368,Airport,Ameerpet,Trip Completed,12/7/2016 0:07,12/7/2016 0:50
2499,Railwaystation,Ameerpet,Trip Completed,12/7/2016 20:55,12/7/2016 22:03
2962,Airport,Ameerpet,Trip Completed,13-07-2016 06:47:53,13-07-2016 07:58:34
3617,Railwaystation,Ameerpet,Trip Completed,13-07-2016 18:55:13,13-07-2016 20:07:29
5370,Airport,Ameerpet,Trip Completed,14-07-2016 23:43:29,15-07-2016 00:33:38
47,Airport,Ameerpet,Trip Completed,11/7/2016 3:22,11/7/2016 4:35
270,Airport,Ameerpet,Trip Completed,11/7/2016 6:54,11/7/2016 7:50
1007,Airport,Ameerpet,Trip Completed,11/7/2016 19:14,11/7/2016 19:46
2372,Airport,Ameerpet,Trip Completed,12/7/2016 19:35,12/7/2016 20:13
3584,Railwaystation,Ameerpet,Trip Completed,13-07-2016 18:29:45,13-07-2016 19:37:39
4645,Railwaystation,Ameerpet,Trip Completed,14-07-2016 11:45:40,14-07-2016 12:52:26
5219,Airport,Ameerpet,Trip Completed,14-07-2016 21:00:35,14-07-2016 22:05:19
5559,Railwaystation,Ameerpet,Trip Completed,15-07-2016 05:39:41,15-07-2016 06:52:07
631,Railwaystation,Ameerpet,Trip Completed,11/7/2016 12:19,11/7/2016 13:28
775,Airport,Ameerpet,Trip Completed,11/7/2016 16:29,11/7/2016 17:35
1006,Railwaystation,Ameerpet,Trip Completed,11/7/2016 19:08,11/7/2016 19:40
1995,Airport,Ameerpet,Trip Completed,12/7/2016 12:51,12/7/2016 14:01
2248,Airport,Ameerpet,Trip Completed,12/7/2016 18:23,12/7/2016 19:01
2540,Railwaystation,Ameerpet,Trip Completed,12/7/2016 21:15,12/7/2016 22:01
3037,Railwaystation,Ameerpet,Trip Completed,13-07-2016 07:33:22,13-07-2016 08:27:04
3419,Railwaystation,Ameerpet,Trip Completed,13-07-2016 15:42:30,13-07-2016 16:10:35
3987,Airport,Ameerpet,Trip Completed,13-07-2016 23:18:16,13-07-2016 23:57:04
4458,Airport,Ameerpet,Trip Completed,14-07-2016 08:38:20,14-07-2016 09:44:43
4987,Railwaystation,Ameerpet,Trip Completed,14-07-2016 18:46:09,14-07-2016 19:52:35
5868,Airport,Ameerpet,Trip Completed,15-07-2016 09:16:06,15-07-2016 10:34:41
6413,Railwaystation,Ameerpet,Trip Completed,15-07-2016 19:40:26,15-07-2016 20:18:14
6533,Airport,Ameerpet,Trip Completed,15-07-2016 20:52:48,15-07-2016 21:25:25
90,Railwaystation,Ameerpet,Trip Completed,11/7/2016 4:53,11/7/2016 5:34
532,Airport,Ameerpet,Trip Completed,11/7/2016 9:53,11/7/2016 11:11
1110,Airport,Ameerpet,Trip Completed,11/7/2016 20:17,11/7/2016 21:30
1759,Railwaystation,Ameerpet,Trip Completed,12/7/2016 8:46,12/7/2016 9:56
2147,Airport,Ameerpet,Trip Completed,12/7/2016 17:21,12/7/2016 18:27
3254,Railwaystation,Ameerpet,Trip Completed,13-07-2016 10:11:48,13-07-2016 11:06:30
3381,Railwaystation,Ameerpet,Trip Completed,13-07-2016 14:25:14,13-07-2016 15:15:11
3656,Airport,Ameerpet,Trip Completed,13-07-2016 19:11:20,13-07-2016 20:32:31
3948,Railwaystation,Ameerpet,Trip Completed,13-07-2016 22:37:48,13-07-2016 23:13:03
4520,Airport,Ameerpet,Trip Completed,14-07-2016 09:23:37,14-07-2016 10:19:52
4723,Railwaystation,Ameerpet,Trip Completed,14-07-2016 13:50:06,14-07-2016 14:36:31
5176,Airport,Ameerpet,Trip Completed,14-07-2016 20:37:58,14-07-2016 21:38:02
6338,Airport,Ameerpet,Trip Completed,15-07-2016 18:46:41,15-07-2016 19:52:54
6557,Railwaystation,Ameerpet,Trip Completed,15-07-2016 21:00:35,15-07-2016 21:40:52
504,Airport,Ameerpet,Trip Completed,11/7/2016 9:40,11/7/2016 10:48
640,Railwaystation,Ameerpet,Trip Completed,11/7/2016 12:27,11/7/2016 13:39
1206,Airport,Ameerpet,Trip Completed,11/7/2016 21:24,11/7/2016 22:14
1851,Railwaystation,Ameerpet,Trip Completed,12/7/2016 9:48,12/7/2016 10:58
2412,Railwaystation,Ameerpet,Trip Completed,12/7/2016 19:59,12/7/2016 20:58
3300,Railwaystation,Ameerpet,Trip Completed,13-07-2016 11:42:51,13-07-2016 12:50:23
3648,Airport,Ameerpet,Trip Completed,13-07-2016 19:13:25,13-07-2016 19:58:54
6020,Airport,Ameerpet,Trip Completed,15-07-2016 12:46:16,15-07-2016 13:25:19
6682,Airport,Ameerpet,Trip Completed,15-07-2016 22:35:23,15-07-2016 23:03:53
878,Airport,Ameerpet,Trip Completed,11/7/2016 18:09,11/7/2016 18:49
1014,Railwaystation,Ameerpet,Trip Completed,11/7/2016 19:14,11/7/2016 20:06
1628,Railwaystation,Ameerpet,Trip Completed,12/7/2016 7:05,12/7/2016 8:17
2416,Airport,Ameerpet,Trip Completed,12/7/2016 20:06,12/7/2016 21:09
2974,Railwaystation,Ameerpet,Trip Completed,13-07-2016 06:46:54,13-07-2016 08:04:32
3273,Railwaystation,Ameerpet,Trip Completed,13-07-2016 10:38:37,13-07-2016 11:15:05
4210,Airport,Ameerpet,Trip Completed,14-07-2016 05:38:07,14-07-2016 06:44:04
4454,Airport,Ameerpet,Trip Completed,14-07-2016 08:32:04,14-07-2016 09:21:26
4732,Railwaystation,Ameerpet,Trip Completed,14-07-2016 14:13:45,14-07-2016 15:12:03
5024,Airport,Ameerpet,Trip Completed,14-07-2016 19:09:39,14-07-2016 20:20:11
5799,Railwaystation,Ameerpet,Trip Completed,15-07-2016 08:41:47,15-07-2016 09:11:50
6676,Railwaystation,Ameerpet,Trip Completed,15-07-2016 22:25:17,15-07-2016 23:43:26
343,Airport,Ameerpet,Trip Completed,11/7/2016 7:57,11/7/2016 8:55
1002,Railwaystation,Ameerpet,Trip Completed,11/7/2016 19:14,11/7/2016 20:01
1571,Railwaystation,Ameerpet,Trip Completed,12/7/2016 6:28,12/7/2016 7:41
1954,Railwaystation,Ameerpet,Trip Completed,12/7/2016 11:43,12/7/2016 12:08
3436,Railwaystation,Ameerpet,Trip Completed,13-07-2016 16:11:34,13-07-2016 17:07:29
5193,Railwaystation,Ameerpet,Trip Completed,14-07-2016 20:45:13,14-07-2016 21:30:32
5555,Airport,Ameerpet,Trip Completed,15-07-2016 05:44:27,15-07-2016 06:28:13
5674,Railwaystation,Ameerpet,Trip Completed,15-07-2016 07:06:23,15-07-2016 07:47:08
6596,Airport,Ameerpet,Trip Completed,15-07-2016 21:33:21,15-07-2016 22:22:03
123,Airport,Kukatpally,Trip Completed,11/7/2016 5:12,11/7/2016 6:14
479,Railwaystation,Kukatpally,Trip Completed,11/7/2016 9:27,11/7/2016 10:44
657,Airport,Kukatpally,Trip Completed,11/7/2016 12:55,11/7/2016 13:46
975,Railwaystation,Kukatpally,Trip Completed,11/7/2016 18:54,11/7/2016 20:05
1307,Railwaystation,Kukatpally,Trip Completed,11/7/2016 22:42,11/7/2016 23:07
1672,Airport,Kukatpally,Trip Completed,12/7/2016 7:37,12/7/2016 8:13
1942,Railwaystation,Kukatpally,Trip Completed,12/7/2016 11:26,12/7/2016 12:27
3382,Airport,Kukatpally,Trip Completed,13-07-2016 14:24:58,13-07-2016 15:19:21
4284,Railwaystation,Kukatpally,Trip Completed,14-07-2016 06:33:45,14-07-2016 07:10:54
6734,Railwaystation,Kukatpally,Trip Completed,15-07-2016 23:37:11,16-07-2016 00:25:19
281,Airport,Kukatpally,Trip Completed,11/7/2016 7:01,11/7/2016 8:10
1902,Airport,Kukatpally,Trip Completed,12/7/2016 10:34,12/7/2016 11:46
2691,Railwaystation,Kukatpally,Trip Completed,13-07-2016 00:44:02,13-07-2016 01:41:13
4430,Airport,Kukatpally,Trip Completed,14-07-2016 08:21:08,14-07-2016 08:58:13
4779,Airport,Kukatpally,Trip Completed,14-07-2016 16:31:49,14-07-2016 16:59:30
5097,Airport,Kukatpally,Trip Completed,14-07-2016 19:52:18,14-07-2016 20:49:31
405,Airport,Kukatpally,Trip Completed,11/7/2016 8:29,11/7/2016 9:35
585,Airport,Kukatpally,Trip Completed,11/7/2016 11:16,11/7/2016 11:57
729,Railwaystation,Kukatpally,Trip Completed,11/7/2016 15:14,11/7/2016 15:50
1046,Railwaystation,Kukatpally,Trip Completed,11/7/2016 19:31,11/7/2016 20:12
1663,Railwaystation,Kukatpally,Trip Completed,12/7/2016 7:33,12/7/2016 8:21
4027,Airport,Kukatpally,Trip Completed,13-07-2016 00:07:58,13-07-2016 01:25:16
2876,Airport,Kukatpally,Trip Completed,13-07-2016 05:49:57,13-07-2016 06:27:39
3767,Railwaystation,Kukatpally,Trip Completed,13-07-2016 20:35:07,13-07-2016 21:09:11
5948,Airport,Kukatpally,Trip Completed,15-07-2016 10:36:47,15-07-2016 11:36:14
6027,Railwaystation,Kukatpally,Trip Completed,15-07-2016 12:46:48,15-07-2016 13:36:00
701,Airport,Kukatpally,Trip Completed,11/7/2016 14:01,11/7/2016 15:00
1529,Airport,Kukatpally,Trip Completed,12/7/2016 5:56,12/7/2016 6:49
